age,sex,incidence
43,female,0.060345235211805785
43,male,0.05273485006568437
44,female,0.060345235211805785
44,male,0.05273485006568437
45,female,0.050558338406088504
45,male,0.04896044657013308
46,female,0.050558338406088504
46,male,0.04896044657013308
47,female,0.050558338406088504
47,male,0.04896044657013308
48,female,0.050558338406088504
48,male,0.04896044657013308
49,female,0.050558338406088504
49,male,0.04896044657013308
50,female,0.05639799267126932
50,male,0.054520101282836735
51,female,0.05639799267126932
51,male,0.054520101282836735
52,female,0.05639799267126932
52,male,0.054520101282836735
53,female,0.05639799267126932
53,male,0.054520101282836735
54,female,0.05639799267126932
54,male,0.054520101282836735
55,female,0.06010606064736255
55,male,0.060844131940596465
56,female,0.06010606064736255
56,male,0.060844131940596465
57,female,0.06010606064736255
57,male,0.060844131940596465
58,female,0.06010606064736255
58,male,0.060844131940596465
59,female,0.06010606064736255
59,male,0.060844131940596465
60,female,0.04708678984493711
60,male,0.04633042817300067
61,female,0.04708678984493711
61,male,0.04633042817300067
62,female,0.04708678984493711
62,male,0.04633042817300067
63,female,0.04708678984493711
63,male,0.04633042817300067
64,female,0.04708678984493711
64,male,0.04633042817300067
65,female,0.053538852169615396
65,male,0.05337946042248336
66,female,0.053538852169615396
66,male,0.05337946042248336
67,female,0.053538852169615396
67,male,0.05337946042248336
68,female,0.053538852169615396
68,male,0.05337946042248336
69,female,0.053538852169615396
69,male,0.05337946042248336
70,female,0.06560778545304904
70,male,0.0650524634851781
71,female,0.06560778545304904
71,male,0.0650524634851781
72,female,0.06560778545304904
72,male,0.0650524634851781
73,female,0.06560778545304904
73,male,0.0650524634851781
74,female,0.06560778545304904
74,male,0.0650524634851781
75,female,0.06970837904630507
75,male,0.0703690700895714
76,female,0.06970837904630507
76,male,0.0703690700895714
77,female,0.06970837904630507
77,male,0.0703690700895714
78,female,0.06970837904630507
78,male,0.0703690700895714
79,female,0.06970837904630507
79,male,0.0703690700895714
80,female,0.05566144635900304
80,male,0.0556056893850737
81,female,0.05566144635900304
81,male,0.0556056893850737
82,female,0.05566144635900304
82,male,0.0556056893850737
83,female,0.05566144635900304
83,male,0.0556056893850737
84,female,0.05566144635900304
84,male,0.0556056893850737
85,female,0.060883620832812554
85,male,0.06534807015844823
86,female,0.060883620832812554
86,male,0.06534807015844823
87,female,0.060883620832812554
87,male,0.06534807015844823
88,female,0.060883620832812554
88,male,0.06534807015844823
89,female,0.060883620832812554
89,male,0.06534807015844823
90,female,0.07012422158770802
90,male,0.07119322695330414
91,female,0.07012422158770802
91,male,0.07119322695330414
92,female,0.07012422158770802
92,male,0.07119322695330414
93,female,0.07012422158770802
93,male,0.07119322695330414
94,female,0.07012422158770802
94,male,0.07119322695330414
95,female,0.07599879711005222
95,male,0.0769517480702479
96,female,0.07599879711005222
96,male,0.0769517480702479
97,female,0.07599879711005222
97,male,0.0769517480702479
98,female,0.07599879711005222
98,male,0.0769517480702479
99,female,0.07599879711005222
99,male,0.0769517480702479
100,female,0.07599879711005222
100,male,0.0769517480702479
101,female,0.07599879711005222
101,male,0.0769517480702479
102,female,0.07599879711005222
102,male,0.0769517480702479
103,female,0.07599879711005222
103,male,0.0769517480702479
104,female,0.07599879711005222
104,male,0.0769517480702479
105,female,0.07599879711005222
105,male,0.0769517480702479
106,female,0.07599879711005222
106,male,0.0769517480702479
107,female,0.07599879711005222
107,male,0.0769517480702479
108,female,0.07599879711005222
108,male,0.0769517480702479
109,female,0.07599879711005222
109,male,0.0769517480702479
