age,sex,incidence,incidence_apc,disability_rate,excess_mortality,excess_mortality_apc,income,expenditure_rate
12,male,0.010388561,-0.018476216399465728,0.001446593132581115,0.0012554486612727212,0.0020031563424265375,0.0,0.0
13,female,0.0087417695,-0.018099856876113152,0.0014472261022210665,0.0015481949506904755,0.0026846134988949277,0.0,0.0
13,male,0.0098864539,-0.019296669611036266,0.0014477862482118085,0.0015293037880852306,0.004122798040194109,0.0,0.0
14,female,0.0083409304,-0.01896530924190687,0.001448837889835407,0.0017597729624982846,0.004491303237731503,0.0,0.0
14,male,0.0093843468,-0.02011641163941269,0.0014491070385420966,0.001832464013371714,0.006243444715972157,0.0,0.0
15,female,0.0079400913,-0.019829983121466332,0.0014506124129832106,0.00199271313164875,0.0062981142886817665,0.0,0.0
15,male,0.0088822397,-0.020935446721855544,0.0014505771556694196,0.0021698991302835477,0.00836510287386949,0.0,0.0
16,female,0.0075392522,-0.020693881240275602,0.001452575628123967,0.002250422740865467,0.008105050237581346,0.0,0.0
16,male,0.008380132600000001,-0.021753778652582323,0.00145222344095128,0.0025477700197727173,0.010487778578143092,0.0,0.0
17,female,0.0071384131,-0.021557006124363176,0.0014547593217881997,0.00253707438141959,0.009912114471297029,0.0,0.0
17,male,0.0078780255,-0.022571410813671422,0.001454079578696464,0.002973808221362066,0.01261147748385294,0.0,0.0
18,female,0.00702085718,-0.02241936009982315,0.0014460404192412298,0.002703730201787127,0.011719310177751852,0.0,0.0
18,male,0.007743239000000001,-0.023388346211446254,0.0014447527449430399,0.003217191901218598,0.01473620487305316,0.0,0.0
19,female,0.00690330126,-0.023280945300382716,0.0014370245693145368,0.0028760619669088577,0.013526640353551334,0.0,0.0
19,male,0.0076084525000000005,-0.024204587514416454,0.0014350954546933166,0.0034691988416829835,0.01686196569349785,0.0,0.0
20,female,0.0067857453400000005,-0.024141763679280337,0.001427696339102522,0.003054364666151765,0.015334107815130116,0.0,0.0
20,male,0.007473666,-0.02502013709091777,0.0014250898287400053,0.00373029560057942,0.01898876459541099,0.0,0.0
21,female,0.00666818942,-0.024139542177568418,0.0014180392074105179,0.003238954090779263,0.014319148842316554,0.0,0.0
21,male,0.0073388795,-0.025168685958168124,0.001414716674391506,0.004000983011098629,0.017315284493240157,0.0,0.0
22,female,0.0065506335,-0.02413731993818824,0.0014080354671040594,0.003430168700477595,0.01330522388289046,0.0,0.0
22,male,0.007204093,-0.02531721104911111,0.0014039553625973455,0.0042817993882088975,0.015645120548938518,0.0,0.0
23,female,0.00671089254,-0.024135096917285215,0.0014022362277313414,0.0033806127373930506,0.012292331835557668,0.0,0.0
23,male,0.0074215266,-0.02546571228859673,0.0014035585077603846,0.004454612343503559,0.013978266564690922,0.0,0.0
24,female,0.006871151579999999,-0.024132873068781202,0.0013967075050322205,0.003333368407512267,0.011280471598161812,0.0,0.0
24,male,0.0076389602,-0.025614189595970394,0.0014031842448923868,0.004617587482652416,0.012314716348710952,0.0,0.0
25,female,0.007031410619999999,-0.02413064834364831,0.0013914308022591351,0.0032882776514622045,0.010269642066563,0.0,0.0
25,male,0.0078563938,-0.025762642884880504,0.0014028306982269653,0.00477154162002419,0.010654463714745877,0.0,0.0
26,female,0.00719166966,-0.02412842268984383,0.001386389271389309,0.0032451964986389545,0.00925984213476927,0.0,0.0
26,male,0.0080738274,-0.02591107206258003,0.0014024961940603286,0.004917203580547188,0.008997502481216446,0.0,0.0
27,female,0.0073519287,-0.024126196052538074,0.001381567533428337,0.0032039935316565305,0.008251070694910045,0.0,0.0
27,male,0.008291261,-0.026059477029920064,0.0014021792342564056,0.0050552257370742515,0.007343826471303494,0.0,0.0
28,female,0.00751814366,-0.02412396837334696,0.001380438612156023,0.0032931676647423897,0.0072433266368048255,0.0,0.0
28,male,0.0085153722,-0.026207857680636493,0.0014007174225455466,0.005203979433805607,0.005693429512381165,0.0,0.0
29,female,0.007684358620000001,-0.024121739590554525,0.0013793585286887612,0.0033784840718430707,0.006236608847847935,0.0,0.0
29,male,0.0087394834,-0.02635621390099252,0.001399330582858021,0.005345103990929259,0.004046305435274844,0.0,0.0
30,female,0.00785057358,-0.024119509638585335,0.0013783241809957024,0.0034601877841389517,0.0052309162129829945,0.0,0.0
30,male,0.0089635946,-0.026504545569099536,0.001398013091756738,0.005479171648392042,0.002402448074009911,0.0,0.0
31,female,0.00801678854,-0.02415312542379866,0.0013773327243080807,0.0035385035115320634,0.006061501942349223,0.0,0.0
31,male,0.0091877058,-0.026488246705172025,0.0013967598744835735,0.005606698812667685,0.0031341135448941237,0.0,0.0
32,female,0.0081830035,-0.02418673989656417,0.001376381544991396,0.003613637706497376,0.0068927337486343054,0.0,0.0
32,male,0.009411817,-0.0264719472785524,0.0013955663396345254,0.0057281527042015385,0.00386635172054528,0.0,0.0
33,female,0.0083413442,-0.02422035305366954,0.0013790838172101805,0.0037772221892006332,0.007724612154648591,0.0,0.0
33,male,0.0096357522,-0.02645564728174632,0.001395670677375867,0.0061397108572385254,0.004599163033092046,0.0,0.0
34,female,0.0084996849,-0.024253964892171687,0.0013816854081261294,0.003934711838552979,0.008557137683563365,0.0,0.0
34,male,0.0098596874,-0.02643934670768533,0.0013957702756377448,0.006532574227454716,0.0053325479150097,0.0,0.0
35,female,0.008658025599999999,-0.024287575408674877,0.0013841918416134043,0.004086441047252159,0.009390310858692907,0.0,0.0
35,male,0.010083622600000001,-0.02642304554836461,0.0013958654501805728,0.0069079883255448275,0.00606650679828491,0.0,0.0
36,female,0.0088163663,-0.024321184599938928,0.0013866082447141516,0.004232720185412442,0.010224132204158631,0.0,0.0
36,male,0.0103075578,-0.026406743795934107,0.0013959564893247555,0.0072670904256292405,0.006801040115563484,0.0,0.0
37,female,0.008974707,-0.02435479246274108,0.0013889393826450266,0.004373837719716086,0.01105860224416344,0.0,0.0
37,male,0.010531493000000001,-0.02639044144253988,0.0013960436568680242,0.007610921072634239,0.00753614829976923,0.0,0.0
38,female,0.009658938399999999,-0.024388398993510974,0.0013749542910429992,0.004408850562707803,0.011893721503131172,0.0,0.0
38,male,0.0114448284,-0.026374138479668408,0.0013782667112772087,0.007548919090827084,0.008271831783392858,0.0,0.0
39,female,0.010343169800000001,-0.024422004188734414,0.00136281951012735,0.004439230998605475,0.012729490506111607,0.0,0.0
39,male,0.0123581638,-0.026357834899054855,0.0013631173912745838,0.007496081675175725,0.009008090999595764,0.0,0.0
40,female,0.0110274012,-0.02445560804501823,0.001352190614049664,0.004465841326241037,0.01356590977870431,0.0,0.0
40,male,0.0132714992,-0.026341530692015502,0.0013500532027308563,0.007450516728358768,0.009744926381457963,0.0,0.0
41,female,0.0117116326,-0.02384292825305423,0.001342803666843169,0.00448934233131596,0.014065204032818635,0.0,0.0
41,male,0.0141848346,-0.025666867287787,0.0013386713723119478,0.00741081946771519,0.010360504135370152,0.0,0.0
42,female,0.012395864,-0.023229862948962676,0.0013344530078742392,0.004510248902375825,0.014565362874318977,0.0,0.0
42,male,0.01509817,-0.024991735283384053,0.001328666586745281,0.007375925029324747,0.010977306106260576,0.0,0.0
43,female,0.013603472200000001,-0.022616411905792666,0.0013245076356314383,0.0045829502264870285,0.0150663874817214,0.0,0.0
43,male,0.0166888354,-0.024316134368467357,0.001325697897409905,0.007411158480237632,0.011595334204820618,0.0,0.0
44,female,0.0148110804,-0.02200257490266455,0.0013161840374588743,0.004643796275658594,0.015568279040854782,0.0,0.0
44,male,0.0182795008,-0.02364006424237075,0.001323245873322755,0.0074402599659614335,0.012214590354470478,0.0,0.0
45,female,0.0160186886,-0.0213883517261092,0.0013091154290869975,0.004695468266984102,0.016071038747020094,0.0,0.0
45,male,0.019870166199999997,-0.022963524614923903,0.0013211864327536428,0.007464702132184484,0.012835076491818809,0.0,0.0
46,female,0.0172262968,-0.020773742171221077,0.0013030378763705035,0.004739895576395734,0.016574667805354326,0.0,0.0
46,male,0.0214608316,-0.02228651520926528,0.0013194322814592142,0.00748552101774099,0.013456794569761676,0.0,0.0
47,female,0.018433905,-0.02015874604235257,0.0012977566066441158,0.004778502004865491,0.017079167431837905,0.0,0.0
47,male,0.023051497,-0.021609035762577222,0.0013179202201054447,0.007503466694592547,0.01407974655807942,0.0,0.0
48,female,0.0196706284,-0.019543363154879256,0.0012951426096789057,0.004985574512708501,0.017584538855372922,0.0,0.0
48,male,0.024674396799999998,-0.020931086028110113,0.0013121522630291818,0.007722688807533485,0.014703934445831512,0.0,0.0
49,female,0.0209073518,-0.018927593336366066,0.0012928378619428977,0.0051681492823017405,0.01809078331824343,0.0,0.0
49,male,0.0262972966,-0.02025266577897722,0.0013070962282868267,0.00791485296629312,0.01532936024433773,0.0,0.0
50,female,0.0221440752,-0.01831143642794808,0.001290790549699723,0.0053303308326915376,0.018597902078035022,0.0,0.0
50,male,0.0279201964,-0.01957377480857936,0.0013026279714851861,0.00808467751322838,0.015956025988763334,0.0,0.0
51,female,0.0233807986,-0.01818529151652437,0.0012889598219284093,0.005475355251552444,0.018903320111703703,0.0,0.0
51,male,0.0295430962,-0.01937944106996159,0.001298650626876407,0.008235844014209993,0.016212611885624506,0.0,0.0
52,female,0.024617522,-0.01805912892965411,0.0012873130366248887,0.005605808334405064,0.019208906663134906,0.0,0.0
52,male,0.031165996,-0.019185067132145295,0.0012950875049845992,0.008371267197749752,0.016469361650124026,0.0,0.0
53,female,0.0258112174,-0.01793294860108474,0.0012842762387488165,0.0059655420205015205,0.019514661746720452,0.0,0.0
53,male,0.032735077,-0.01899065292495694,0.0012855858808580164,0.008760443728297936,0.016726275304667082,0.0,0.0
54,female,0.027004912799999996,-0.017806750461827225,0.0012815079114049206,0.006293473163890387,0.01982058537341025,0.0,0.0
54,male,0.034304158,-0.018796198376239026,0.0012769534701886573,0.009114018189864915,0.016983352868894075,0.0,0.0
55,female,0.028198608200000003,-0.017680534440220774,0.0012789739601403447,0.006593640532939494,0.020126677552085748,0.0,0.0
55,male,0.035873239,-0.018601703412268744,0.0012690762158387757,0.00943666224284905,0.017240594361999984,0.0,0.0
56,female,0.0293923036,-0.017554300461289918,0.0012766458291482807,0.006869426797836969,0.02043293828797932,0.0,0.0
56,male,0.03744232,-0.018407167957180337,0.0012618591796662172,0.009732264453698384,0.017497999800141995,0.0,0.0
57,female,0.030585999000000003,-0.017428048447669875,0.0012744994204701306,0.00712368655998452,0.020739367584793778,0.0,0.0
57,male,0.039011401,-0.018212591933659095,0.0012552226975903788,0.010004087779364807,0.01775556919926302,0.0,0.0
58,female,0.0338841468,-0.017301778318686734,0.00125099422600778,0.00718430035842012,0.021045965441533476,0.0,0.0
58,male,0.043071528,-0.018017975262079267,0.0012415485608033223,0.010026475958781866,0.01801330257133249,0.0,0.0
59,female,0.0371822946,-0.017175489990373993,0.0012316589520002352,0.007234161013828341,0.021352731855968754,0.0,0.0
59,male,0.047131655,-0.017823317861573318,0.0012302303239722855,0.010045006906716938,0.01827119992896653,0.0,0.0
60,female,0.040480442400000004,-0.017049183375621446,0.0012154743644797715,0.0072758968661864225,0.02165966682002307,0.0,0.0
60,male,0.051191782000000005,-0.01762861964897,0.001220707433079786,0.010060598398391365,0.01852926128095611,0.0,0.0
61,female,0.04377859019999999,-0.016754070575948576,0.0012017283736103501,0.007311344210440108,0.02133031742498459,0.0,0.0
61,male,0.055251908999999995,-0.01728481940832316,0.0012125841009402952,0.010073898442133467,0.018394839567667298,0.0,0.0
62,female,0.04707673799999999,-0.016458863884684094,0.00118990844267927,0.007341824745801208,0.021000875304948652,0.0,0.0
62,male,0.059312036,-0.016940892969309118,0.0012055729127221327,0.010085377612058369,0.01826033545530481,0.0,0.0
63,female,0.052473035,-0.016163562963500633,0.0011927570722753123,0.007540174339067675,0.02067134012106231,0.0,0.0
63,male,0.0658752108,-0.01659684000523043,0.0012076127003452413,0.010108294514937628,0.0181257486270735,0.0,0.0
64,female,0.057869331999999996,-0.01586816746201869,0.0011950744342443767,0.007701531858014189,0.02034171152450548,0.0,0.0
64,male,0.07243838559999999,-0.016252660186269696,0.0012092828639737108,0.010127058712363133,0.01799107876254824,0.0,0.0
65,female,0.06326562899999999,-0.015572677016936542,0.0011969964733931596,0.007835363116361337,0.02001198915048008,0.0,0.0
65,male,0.07900156039999999,-0.01590835317956618,0.001210675524834317,0.010142705181301712,0.017856325537436546,0.0,0.0
66,female,0.068661926,-0.015277091254062403,0.0011986163976815914,0.007948158168473166,0.01968217262581129,0.0,0.0
66,male,0.08556473519999999,-0.015563918653553777,0.001211854539812799,0.010155951350387632,0.01772148863025247,0.0,0.0
67,female,0.07405822299999999,-0.014981409787834354,0.0012000002484531666,0.008044515461841423,0.019352261563641338,0.0,0.0
67,male,0.09212791,-0.01521935627867177,0.0012128655691852773,0.010167310210336912,0.01758656771906697,0.0,0.0
68,female,0.078673008,-0.014685632222543932,0.0012037544159999578,0.00872347039279342,0.019022255569249635,0.0,0.0
68,male,0.097756266,-0.014874665730339909,0.0012145149038323539,0.010906303356554148,0.017451562489696815,0.0,0.0
69,female,0.083287793,-0.014389758153658172,0.0012070925639727302,0.009327186662275947,0.018692154237834768,0.0,0.0
69,male,0.103384622,-0.014529846692594273,0.0012159846558224105,0.011564833539750236,0.017316472635095614,0.0,0.0
70,female,0.08790257800000001,-0.014093787168983907,0.0012100802140296726,0.00986751410180484,0.018361957156936004,0.0,0.0
70,male,0.109012978,-0.014184898861843709,0.0012173026407919982,0.012155363703576652,0.01718129786064926,0.0,0.0
71,female,0.092517363,-0.014090067604131673,0.0012127698148940971,0.010353938254811694,0.01838149881734885,0.0,0.0
71,male,0.11464133399999998,-0.014065962956962608,0.0012184912119044256,0.012687909301543893,0.017349853592518283,0.0,0.0
72,female,0.097132148,-0.014086340174473522,0.00121520384785478,0.010794142017738555,0.018401033151683288,0.0,0.0
72,male,0.12026968999999998,-0.01394700468685206,0.001219568538008205,0.013170610982700632,0.017518469363739464,0.0,0.0
73,female,0.1023407324,-0.014082604408450106,0.0012157846546738216,0.01217861364455117,0.018420559688792748,0.0,0.0
73,male,0.12667875,-0.01382802363393909,0.0012212792437563522,0.014463729867874447,0.017687144780730413,0.0,0.0
74,female,0.1075493168,-0.014078859807432731,0.001216309204857729,0.013428986096543943,0.01844007792948965,0.0,0.0
74,male,0.13308781,-0.013709019361021424,0.0012228251858678867,0.015632304265882805,0.017855879429088173,0.0,0.0
75,female,0.1127579012,-0.014075105841668267,0.0012167852943328818,0.014563842555806636,0.018459587344233364,0.0,0.0
75,male,0.13949687,-0.013589991408949564,0.0012242290741003724,0.016693500434812623,0.018024672873724445,0.0,0.0
76,female,0.11796648559999999,-0.014071341950897098,0.0012172193421688237,0.015598484185070953,0.01847908737283399,0.0,0.0
76,male,0.14590593,-0.013470939297473561,0.0012255096280185456,0.017661468454366457,0.018193524657943994,0.0,0.0
77,female,0.12317507,-0.014067567540033687,0.0012176166816872927,0.016545624045515055,0.018498577420103857,0.0,0.0
77,male,0.15231499,-0.013351862522768876,0.0012266824164844181,0.018547976794667416,0.01836243430185469,0.0,0.0
78,female,0.13897166200000002,-0.014063781979438694,0.001202430708499406,0.017525675846058453,0.01851805685653063,0.0,0.0
78,male,0.17389534,-0.013232760557638668,0.0012087547716919842,0.01910852562236573,0.01853140130162767,0.0,0.0
79,female,0.15476825400000002,-0.014059984601236586,0.0011903446814099225,0.0183056675175776,0.018537525014279854,0.0,0.0
79,male,0.19547569,-0.013113632850032308,0.00119478552038875,0.019545306221965507,0.018700425128787446,0.0,0.0
80,female,0.170564846,-0.014056174697320234,0.001180497310682648,0.01894118381228451,0.018556981185342325,0.0,0.0
80,male,0.21705604,-0.012994478821606537,0.0011835939971999857,0.019895234797428354,0.018869505229000882,0.0,0.0
81,female,0.186361438,-0.014127297969823704,0.0011723193292809857,0.01946896331632728,0.0188165990580349,0.0,0.0
81,male,0.23863639,-0.012655762396851955,0.0011744266161585835,0.020181873938002498,0.019159880689627373,0.0,0.0
82,female,0.20215803,-0.01419838073167523,0.0011654193998625727,0.019914261629874412,0.01907621179089225,0.0,0.0
82,male,0.26021674,-0.01231690869504154,0.0011667797775039377,0.020420969842293774,0.019450512318727298,0.0,0.0
83,female,0.22800583000000002,-0.014269419641183667,0.0011595209034786522,0.021148265463212055,0.01933581604874557,0.0,0.0
83,male,0.296786298,-0.011977916907317643,0.0011637085954689188,0.02125241159212815,0.01974139955239418,0.0,0.0
84,female,0.25385363,-0.014340411042808476,0.001154823596574136,0.022130972639627017,0.019595408183578522,0.0,0.0
84,male,0.33335585600000006,-0.011638786291151004,0.0011613112385222353,0.021901432923980193,0.020032541895694478,0.0,0.0
85,female,0.27970143,-0.014411350936544776,0.0011509944657773113,0.022932051723868557,0.019854984201340797,0.0,0.0
85,male,0.369925414,-0.011299516191764836,0.0011593878705505752,0.022422134208924614,0.02032393893928175,0.0,0.0
86,female,0.30554923,-0.01448223494529588,0.0011478131821834408,0.023597596956798094,0.02011453973157662,0.0,0.0
86,male,0.40649497199999995,-0.010960106067607889,0.0011578105669656352,0.022849147664242207,0.0206155903880767,0.0,0.0
87,female,0.33139703000000004,-0.014553058280461828,0.0011451281563989875,0.024159321826149133,0.020374069992528776,0.0,0.0
87,male,0.44306453,-0.010620555520803321,0.001156493637619784,0.023205671643360844,0.020907496091487787,0.0,0.0
88,female,0.357162476,-0.014623815703308285,0.0011404261683973765,0.02638352915886942,0.02063356975182007,0.0,0.0
88,male,0.47906963199999997,-0.010280864330786121,0.0011529276771189705,0.024828594854453226,0.021199656075099327,0.0,0.0
89,female,0.38292792200000003,-0.01469450148256879,0.0011363569303781402,0.0283084232755427,0.020893033285172447,0.0,0.0
89,male,0.515074734,-0.009941032494359736,0.0011498602569777767,0.02622462471630379,0.02149207058391378,0.0,0.0
90,female,0.40869336800000006,-0.014765109348136685,0.0011328007700873678,0.029990613402858055,0.02115245432886792,0.0,0.0
90,male,0.551079836,-0.009601060273352724,0.0011471936599763378,0.0274382338315133,0.0217847401255844,0.0,0.0
91,female,0.43445881399999997,-0.01439973021838159,0.0011296664037756176,0.03147327999657063,0.0217979413831082,0.0,0.0
91,male,0.587084938,-0.009271862209604853,0.0011448541403390592,0.028502985031443606,0.020863010545958183,0.0,0.0
92,female,0.46022426,-0.014034217881955247,0.001126882989610326,0.0327899337596849,0.022444310595575834,0.0,0.0
92,male,0.62309004,-0.008942565934767277,0.001142784997815083,0.029444683468219133,0.019941529621941623,0.0,0.0
93,female,0.488836204,-0.0136685729632261,0.0011232679484598892,0.0349732966996037,0.02309156361095288,0.0,0.0
93,male,0.659637142,-0.008613172526960478,0.0011375783930614384,0.028694718648817383,0.019020298230151056,0.0,0.0
94,female,0.517448148,-0.01330279614487595,0.0011200526898011043,0.036915204496973095,0.023739702131853946,0.0,0.0
94,male,0.6961842439999999,-0.008283683139392428,0.001132918443353912,0.02802349459664014,0.018099317319392405,0.0,0.0
95,female,0.5460600919999999,-0.012936888172914496,0.001117174371351056,0.03865361177135794,0.024388727927629694,0.0,0.0
95,male,0.7327313459999999,-0.007954099006221904,0.001128723350672649,0.027419229038960758,0.017178587922327182,0.0,0.0
96,female,0.574672036,-0.012570849861446964,0.0011145826660686861,0.04021891435831062,0.025038642834081193,0.0,0.0
96,male,0.7692784479999999,-0.0076244214471447025,0.0011249268613333103,0.026872378725472892,0.016258111155204813,0.0,0.0
97,female,0.60328398,-0.012204682096080388,0.0011122367943534651,0.04163574176128462,0.025689448760974676,0.0,0.0
97,male,0.8058255499999999,-0.00729465187117051,0.0011214747410280056,0.02637513168948292,0.015337888224511653,0.0,0.0
98,female,0.60328398,-0.012204682096080388,0.0011122367943534651,0.04163574176128462,0.025689448760974676,0.0,0.0
98,male,0.8058255499999999,-0.00729465187117051,0.0011214747410280056,0.02637513168948292,0.015337888224511653,0.0,0.0
99,female,0.60328398,-0.012204682096080388,0.0011122367943534651,0.04163574176128462,0.025689448760974676,0.0,0.0
99,male,0.8058255499999999,-0.00729465187117051,0.0011214747410280056,0.02637513168948292,0.015337888224511653,0.0,0.0
100,female,0.60328398,-0.012204682096080388,0.0011122367943534651,0.04163574176128462,0.025689448760974676,0.0,0.0
100,male,0.8058255499999999,-0.00729465187117051,0.0011214747410280056,0.02637513168948292,0.015337888224511653,0.0,0.0
101,female,0.60328398,-0.012204682096080388,0.0011122367943534651,0.04163574176128462,0.025689448760974676,0.0,0.0
101,male,0.8058255499999999,-0.00729465187117051,0.0011214747410280056,0.02637513168948292,0.015337888224511653,0.0,0.0
102,female,0.60328398,-0.012204682096080388,0.0011122367943534651,0.04163574176128462,0.025689448760974676,0.0,0.0
102,male,0.8058255499999999,-0.00729465187117051,0.0011214747410280056,0.02637513168948292,0.015337888224511653,0.0,0.0
103,female,0.60328398,-0.012204682096080388,0.0011122367943534651,0.04163574176128462,0.025689448760974676,0.0,0.0
103,male,0.8058255499999999,-0.00729465187117051,0.0011214747410280056,0.02637513168948292,0.015337888224511653,0.0,0.0
104,female,0.60328398,-0.012204682096080388,0.0011122367943534651,0.04163574176128462,0.025689448760974676,0.0,0.0
104,male,0.8058255499999999,-0.00729465187117051,0.0011214747410280056,0.02637513168948292,0.015337888224511653,0.0,0.0
105,female,0.60328398,-0.012204682096080388,0.0011122367943534651,0.04163574176128462,0.025689448760974676,0.0,0.0
105,male,0.8058255499999999,-0.00729465187117051,0.0011214747410280056,0.02637513168948292,0.015337888224511653,0.0,0.0
106,female,0.60328398,-0.012204682096080388,0.0011122367943534651,0.04163574176128462,0.025689448760974676,0.0,0.0
106,male,0.8058255499999999,-0.00729465187117051,0.0011214747410280056,0.02637513168948292,0.015337888224511653,0.0,0.0
107,female,0.60328398,-0.012204682096080388,0.0011122367943534651,0.04163574176128462,0.025689448760974676,0.0,0.0
107,male,0.8058255499999999,-0.00729465187117051,0.0011214747410280056,0.02637513168948292,0.015337888224511653,0.0,0.0
108,female,0.60328398,-0.012204682096080388,0.0011122367943534651,0.04163574176128462,0.025689448760974676,0.0,0.0
108,male,0.8058255499999999,-0.00729465187117051,0.0011214747410280056,0.02637513168948292,0.015337888224511653,0.0,0.0
109,female,0.60328398,-0.012204682096080388,0.0011122367943534651,0.04163574176128462,0.025689448760974676,0.0,0.0
109,male,0.8058255499999999,-0.00729465187117051,0.0011214747410280056,0.02637513168948292,0.015337888224511653,0.0,0.0
